上牌时间,表显里程,上牌地,迁入地为准,变速箱,排量,登记证为准,看车地址,年检到期,交强险,商业险到期,car_title,car_prices,car_newprices,car_url
2011-12,5.03万公里,徐州,国四,自动,1.4,0次过户,邳州,2018-10,2019-9,2019-9,奥迪A1 2012款 1.4 TFSI Urban(进口),¥8.72 万,新车指导价24.40万(含税),https://www.guazi.com/xuzhou/d3799fa9b985e4f8x.htm
2017-05,1.54万公里,徐州,国五,自动,1.4,0次过户,云龙,2019-5,2019-4,已过期,大众 朗行 2017款 230TSI DSG舒适版,¥10.40 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/0d45d8cde9616390x.htm
2012-11,10.02万公里,徐州,国四,自动,2.0,2次过户,云龙,2019-11,2019-11,2019-11,起亚K5 2012款 2.0L 自动DLX,¥7.92 万,新车指导价20.50万(含税),https://www.guazi.com/xuzhou/acbb17258a5e748ax.htm
2016-10,0.67万公里,徐州,国五,自动,1.6,0次过户,睢宁,2019-10,2019-10,2019-10,大众 宝来 2016款 1.6L 自动舒适型,¥9.00 万,新车指导价14.30万(含税),https://www.guazi.com/xuzhou/de620118aa0cc022x.htm
2013-01,7.59万公里,徐州,国四,自动,2.0,0次过户,云龙,2019-1,2019-1,已过期,雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,¥7.90 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/be50207342c989e4x.htm
2014-11,3.65万公里,徐州,国四,手动,1.6,0次过户,贾汪,2020-11,2019-11,2019-11,大众 朗逸 2013款 1.6L 手动舒适版,¥6.93 万,新车指导价13.70万(含税),https://www.guazi.com/xuzhou/5def0f8129f4ba23x.htm
2008-08,17.9万公里,徐州,国四,手动,1.6,1次过户,铜山,2019-8,2019-12,已过期,大众 朗逸 2008款 1.6L 手动品悠版,¥3.00 万,新车指导价12.20万(含税),https://www.guazi.com/xuzhou/552a55ea18013e62x.htm
2016-10,2.61万公里,徐州,国五,手动,1.6,0次过户,邳州,2020-10,2019-10,2019-10,大众 宝来 2016款 1.6L 手动舒适型,¥8.08 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/21ba3fb06822dd9cx.htm
2011-06,8.29万公里,徐州,国四,自动,1.5,2次过户,泉山,2019-6,2019-9,2019-9,长城C30 2010款 1.5L CVT豪华型,¥2.40 万,新车指导价8.20万(含税),https://www.guazi.com/xuzhou/8371068d83e20743x.htm
2013-09,7.86万公里,徐州,国四,自动,2.0,0次过户,云龙,2019-9,2019-9,已过期,本田 雅阁 2013款 2.0L LX,¥10.40 万,新车指导价20.60万(含税),https://www.guazi.com/xuzhou/14569d364a95b206x.htm
2016-10,6.85万公里,徐州,国五,自动,2.0,0次过户,云龙,2020-10,2019-8,已过期,宝马5系 2017款 520Li 典雅型,¥29.90 万,新车指导价47.30万(含税),https://www.guazi.com/xuzhou/8c57d15556a7977cx.htm
2016-02,4.63万公里,徐州,国五,自动,2.0,1次过户,云龙,2020-2,2019-10,2019-10,本田 雅阁 2015款 2.0L LX 舒适版,¥13.32 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/1a19aead56e65723x.htm
2016-03,4.56万公里,徐州,国四,自动,2.4,0次过户,泉山,2019-4,2019-3,2019-3,本田 歌诗图 2014款 2.4L 豪华版,¥14.15 万,新车指导价28.20万(含税),https://www.guazi.com/xuzhou/c72169da47e36893x.htm
2017-03,1.89万公里,徐州,国五,自动,1.6,0次过户,睢宁,2019-3,2019-10,已过期,日产 蓝鸟 2016款 1.6L CVT炫酷版,¥8.72 万,新车指导价13.40万(含税),https://www.guazi.com/xuzhou/748ff94969c0f64bx.htm
2008-01,15.35万公里,徐州,国三,手动,1.4,0次过户,云龙,2020-1,2020-1,2020-1,大众POLO 2006款 劲取 1.4L 手动雅致版,¥2.00 万,新车指导价11.20万(含税),https://www.guazi.com/xuzhou/e16733f8fe0389d4x.htm
2010-12,9.98万公里,徐州,国四,自动,2.0,0次过户,鼓楼,2019-12,2019-12,2019-12,别克 君越 2010款 2.0T豪雅版,¥6.68 万,新车指导价31.30万(含税),https://www.guazi.com/xuzhou/97c37c8c2e2b5376x.htm
2015-01,4.89万公里,徐州,国五,自动,1.8,1次过户,云龙,2019-8,2019-1,已过期,丰田 逸致 2015款 180E CVT跨界版,¥8.55 万,新车指导价17.70万(含税),https://www.guazi.com/xuzhou/d90a19be4b6af015x.htm
2016-02,5.18万公里,徐州,国五,手动,1.5,0次过户,丰县,2020-2,2019-1,已过期,荣威350 2015款 1.5L 手动豪华天窗版,¥4.00 万,新车指导价8.50万(含税),https://www.guazi.com/xuzhou/55e12a19a11600e9x.htm
2010-06,16.58万公里,徐州,国四,自动,2.0,0次过户,云龙,2019-6,2019-6,2019-6,别克 君越 2010款 2.0T豪雅版,¥6.80 万,新车指导价31.30万(含税),https://www.guazi.com/xuzhou/716417cfb07eaabcx.htm
2009-02,8.02万公里,徐州,国四,手动,1.6,0次过户,云龙,2019-2,2019-1,2019-1,斯柯达 明锐 2009款 1.6L 手动逸致版,¥2.91 万,新车指导价13.60万(含税),https://www.guazi.com/xuzhou/7abb20729e1ec5f2x.htm
2011-04,8.36万公里,徐州,国三,手动,1.4,0次过户,云龙,2019-4,2019-3,2019-3,大众 速腾 2011款 1.4TSI 手动技术型,¥4.20 万,新车指导价16.20万(含税),https://www.guazi.com/xuzhou/9d0fd854a262efc6x.htm
2015-05,3.22万公里,徐州,国五,自动,1.4,0次过户,睢宁,2019-5,2019-5,已过期,大众 高尔夫 2015款 1.4TSI 自动舒适型,¥9.80 万,新车指导价16.80万(含税),https://www.guazi.com/xuzhou/110ac2e5ca56273fx.htm
2013-05,7.95万公里,徐州,国四,自动,1.5,1次过户,泉山,2019-5,2019-5,已过期,别克 凯越 2013款 1.5L 自动经典型,¥4.07 万,新车指导价11.10万(含税),https://www.guazi.com/xuzhou/35234a1b6c52a5e3x.htm
2015-01,12.33万公里,徐州,国四,自动,1.8,0次过户,泉山,2019-1,2018-11,2018-11,大众 帕萨特 2014款 1.8TSI DSG尊荣版,¥11.90 万,新车指导价23.80万(含税),https://www.guazi.com/xuzhou/798853ce0cb318e6x.htm
2013-01,7.16万公里,南京,国四,自动,1.0,0次过户,云龙,2019-1,2019-1,已过期,长安 奔奔mini 2012款 1.0L IMT时尚版 国IV,¥1.50 万,新车指导价4.90万(含税),https://www.guazi.com/xuzhou/7cd7dacf090c1485x.htm
2014-12,5.03万公里,徐州,国五,自动,1.6,0次过户,云龙,2018-12,2018-12,2018-12,别克 君威 2015款 1.6T 领先技术型,¥9.00 万,新车指导价20.60万(含税),https://www.guazi.com/xuzhou/fe3eceb572e97ceex.htm
2015-05,2.81万公里,徐州,国五,自动,1.6,0次过户,鼓楼,2019-5,2019-4,2019-4,斯柯达 明锐 2015款 1.6L 自动逸俊版,¥8.00 万,新车指导价16.50万(含税),https://www.guazi.com/xuzhou/ab1c182d0d5dd5c6x.htm
2014-09,6.57万公里,徐州,国四,手动,1.5,1次过户,沛县,2020-9,2018-12,2018-12,宝骏730 2014款 1.5L 手动舒适型 7座,¥3.98 万,新车指导价8.10万(含税),https://www.guazi.com/xuzhou/4acb191e04c23ba4x.htm
2017-07,1.46万公里,徐州,国五,自动,1.6,0次过户,鼓楼,2019-7,2019-7,已过期,现代ix25 2015款 1.6L 自动两驱智能型GLS,¥9.50 万,新车指导价15.50万(含税),https://www.guazi.com/xuzhou/15b2bb9c433bf184x.htm
2016-06,4.03万公里,徐州,国五,自动,1.6,1次过户,铜山,2020-6,2019-6,已过期,现代ix25 2015款 1.6L 自动两驱智能型GLS,¥8.50 万,新车指导价15.50万(含税),https://www.guazi.com/xuzhou/0a5a4f398e3fc2a0x.htm
2016-01,3.92万公里,徐州,国五,手动,1.6,3次过户,睢宁,2020-1,2019-11,已过期,海马S5 2015款 1.6L 手动豪华型天窗版,¥4.75 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/c8c61334510d4afex.htm
2015-09,5.54万公里,徐州,国五,自动,1.8,0次过户,云龙,2019-9,2019-8,2019-8,本田 缤智 2015款 1.8L CVT两驱豪华型,¥11.50 万,新车指导价17.80万(含税),https://www.guazi.com/xuzhou/cde0cfade275eabex.htm
2013-07,9.02万公里,徐州,国四,手动,1.5,0次过户,邳州,2019-7,2019-7,已过期,别克 凯越 2013款 1.5L 手动经典型,¥3.30 万,新车指导价10.50万(含税),https://www.guazi.com/xuzhou/fc31067bd55fd211x.htm
2015-08,7.16万公里,徐州,国四,自动,1.8,1次过户,邳州,2019-8,2019-8,已过期,长安CS75 2014款 1.8T 自动精英型 国IV,¥6.65 万,新车指导价14.70万(含税),https://www.guazi.com/xuzhou/8a48f6fa1773f7bfx.htm
2013-11,9.34万公里,徐州,国四,自动,2.0,1次过户,鼓楼,2019-11,2019-11,2019-11,传祺GS5 2012款 2.0L 自动两驱周年纪念版,¥5.00 万,新车指导价17.00万(含税),https://www.guazi.com/xuzhou/346df5105b75083ex.htm
2012-08,6.9万公里,徐州,国四,自动,1.6,1次过户,邳州,2019-8,2019-8,2019-8,雪佛兰 科鲁兹 2012款 1.6L SL天地版 AT,¥5.10 万,新车指导价13.90万(含税),https://www.guazi.com/xuzhou/2f083540b6195922x.htm
2016-05,2.11万公里,徐州,国五,手动,1.6,0次过户,泉山,2020-5,2019-5,已过期,海马S5 2015款 1.6L 手动智能豪华型,¥5.10 万,新车指导价9.90万(含税),https://www.guazi.com/xuzhou/89cf55c66328d4edx.htm
2012-07,7.33万公里,徐州,国四,自动,1.6,0次过户,贾汪,2019-7,2019-7,已过期,别克 凯越 2011款 1.6LX-AT,¥3.32 万,新车指导价11.40万(含税),https://www.guazi.com/xuzhou/61b600784a9062eex.htm
2016-09,0.59万公里,徐州,国五,手动,1.5,1次过户,鼓楼,2019-11,2019-9,2019-9,别克 凯越 2015款 1.5L 手动经典型,¥6.00 万,新车指导价9.40万(含税),https://www.guazi.com/xuzhou/6f48ff7fa8c56284x.htm
2015-11,5万公里,徐州,国四,手动,1.6,0次过户,邳州,2019-11,2019-11,已过期,日产 轩逸 2012款 经典 1.6XE 手动舒适版,¥6.00 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/d220d7190c25316ex.htm
2016-10,2.46万公里,徐州,国五,手动,2.0,0次过户,贾汪,2020-10,2019-9,2019-9,奇瑞 瑞虎5 2016款 2.0L 手动家悦版,¥5.82 万,新车指导价10.70万(含税),https://www.guazi.com/xuzhou/1fc321b94a934976x.htm
2014-05,7.7万公里,徐州,国四,手动,1.8,0次过户,云龙,2020-5,2019-5,2019-5,福特 福克斯 2013款 两厢经典 1.8L 手动基本型,¥4.92 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/9a951bb54c4b1103x.htm
2011-09,10.59万公里,绍兴,国四,手动,1.8,1次过户,沛县,2019-9,2019-1,2019-1,MG6 2012款 掀背 1.8L 手动驾值版,¥3.20 万,新车指导价13.80万(含税),https://www.guazi.com/xuzhou/3615cf88c1959b03x.htm
2016-02,1.42万公里,徐州,国五,手动,1.5,0次过户,睢宁,2020-2,2019-2,2019-2,江淮 瑞风S3 2016款 1.5L 手动豪华智能型,¥4.70 万,新车指导价8.10万(含税),https://www.guazi.com/xuzhou/d392d3adf33650ddx.htm
2014-01,5.78万公里,徐州,国四,手动,1.4,0次过户,丰县,2020-1,2019-1,2019-1,现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,¥3.88 万,新车指导价8.60万(含税),https://www.guazi.com/xuzhou/05ad2132a940a4cax.htm
2014-07,8.49万公里,徐州,国五,自动,1.6,2次过户,泉山,2020-7,2019-9,已过期,福特 福克斯 2012款 三厢 1.6L 自动风尚型,¥6.29 万,新车指导价15.60万(含税),https://www.guazi.com/xuzhou/80396cfb547834e0x.htm
2013-05,3.32万公里,徐州,国五,自动,2.0,1次过户,鼓楼,2019-5,2019-8,已过期,奥迪Q3 2013款 35 TFSI 舒适型,¥14.20 万,新车指导价34.30万(含税),https://www.guazi.com/xuzhou/9b130f3b0d5e7059x.htm
2016-02,5.73万公里,徐州,国五,自动,1.6,0次过户,云龙,2020-2,2019-1,2019-1,大众 朗逸 2013款 改款经典 1.6L 自动舒适版,¥8.30 万,新车指导价15.00万(含税),https://www.guazi.com/xuzhou/9809888f5f76a938x.htm
2015-12,3.31万公里,徐州,国四,自动,1.6,0次过户,丰县,2019-12,2018-11,2018-11,大众 宝来 2015款 质惠版 1.6L 自动舒适型,¥7.95 万,新车指导价13.60万(含税),https://www.guazi.com/xuzhou/fa73075cdf41385ex.htm
2016-01,3.02万公里,徐州,国四,自动,1.6,0次过户,邳州,2020-1,2019-11,已过期,英菲尼迪ESQ 2014款 1.6L 率性版(进口),¥12.00 万,新车指导价19.60万(含税),https://www.guazi.com/xuzhou/aec9184eaa60fefbx.htm
2010-12,4.89万公里,徐州,国四,手动,1.3,2次过户,云龙,2018-12,2018-12,2018-12,江淮 同悦RS 2010款 RS 1.3L 手动豪华型,¥0.95 万,新车指导价6.30万(含税),https://www.guazi.com/xuzhou/e66a8336cf498961x.htm
2016-09,3.48万公里,徐州,国五,自动,2.0,0次过户,云龙,2020-9,2019-9,已过期,奔驰C级 2016款 C 200 L 运动型,¥29.20 万,新车指导价38.40万(含税),https://www.guazi.com/xuzhou/1c898b6c9aee0063x.htm
2018-10,0.08万公里,徐州,国五,手动,1.6,0次过户,云龙,2020-10,2019-10,2019-10,中华H530 2017款 1.6L 手动舒适型,补贴后4.95 万,原价5.06万,https://www.guazi.com/xuzhou/55a0021d1edac98bx.htm
2014-11,3.58万公里,徐州,国四,自动,2.0,0次过户,泉山,2018-11,2019-11,已过期,宝马3系 2014款 320i 时尚型,¥18.60 万,新车指导价37.20万(含税),https://www.guazi.com/xuzhou/e8519aca5d17dfd9x.htm
2009-04,17.08万公里,徐州,国三,手动,1.6,1次过户,沛县,2019-4,2018-12,已过期,奇瑞 瑞虎 2009款 经典版 1.6L 手动舒适型,¥1.21 万,新车指导价9.20万(含税),https://www.guazi.com/xuzhou/2c81968aafeb9ca8x.htm
2012-09,7.42万公里,徐州,国四,自动,1.6,1次过户,铜山,2019-9,2019-9,已过期,别克 英朗 2012款 GT 1.6L 自动时尚版,¥5.00 万,新车指导价16.60万(含税),https://www.guazi.com/xuzhou/ad4e6a1c0c14c182x.htm
2013-04,5.41万公里,徐州,国四,自动,1.8,0次过户,云龙,2019-4,2018-4,已过期,福特福克斯 2013款 两厢经典 1.8L 自动时尚型,¥5.15 万,新车指导价13.40万(含税),https://www.guazi.com/xuzhou/79e945da38f04d69x.htm
2010-07,14.46万公里,徐州,国三,自动,1.8,2次过户,鼓楼,2019-7,2019-8,已过期,荣威550 2010款 550S 1.8L 自动启臻贺岁版,¥2.88 万,新车指导价15.10万(含税),https://www.guazi.com/xuzhou/0a98b3a4ddaf4dd4x.htm
2016-06,4.99万公里,徐州,国五,手动,1.5,0次过户,贾汪,2020-6,2019-6,已过期,比亚迪 宋 2016款 1.5TI 手动豪华型,¥5.40 万,新车指导价11.60万(含税),https://www.guazi.com/xuzhou/9d3b55d569c1014fx.htm
2016-09,2.46万公里,徐州,国五,自动,1.5,0次过户,泉山,2020-9,2019-9,已过期,丰田 YARiS L 致炫 2015款 1.5E 自动魅动版,¥6.40 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/1447c0bbf99b1721x.htm
2012-04,5.79万公里,徐州,国四,手动,1.4,0次过户,邳州,2019-4,2019-4,2019-4,大众POLO 2011款 1.4L 手动致乐版,¥3.80 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/8126031d582ed027x.htm
2014-09,6.18万公里,徐州,国五,自动,1.6,0次过户,睢宁,2020-9,2019-9,已过期,日产 骐达 2014款 1.6L CVT智能型,¥7.00 万,新车指导价13.60万(含税),https://www.guazi.com/xuzhou/6e3a3a1f6aa04743x.htm
2010-06,10.23万公里,徐州,国四,手动,1.6,1次过户,泉山,2019-6,2019-6,2019-6,大众 朗逸 2011款 1.6L 手动品雅版,¥3.30 万,新车指导价13.30万(含税),https://www.guazi.com/xuzhou/d3edaa7dca45b6e4x.htm
2017-01,1.99万公里,徐州,国五,手动,1.5,0次过户,邳州,2019-1,2019-1,2019-1,长安商用 欧尚 2016款 1.5L 手动豪华型7座,¥3.99 万,新车指导价7.00万(含税),https://www.guazi.com/xuzhou/6d9351860c17b72ex.htm
2012-11,4.84万公里,徐州,国四,手动,1.2,0次过户,鼓楼,2019-11,2018-11,已过期,雪佛兰 赛欧 2013款 三厢 1.2L 手动时尚版,¥2.30 万,新车指导价6.30万(含税),https://www.guazi.com/xuzhou/8b81758f47121653x.htm
2012-08,7.51万公里,徐州,国四,手动,1.6,0次过户,泉山,2019-8,2019-8,2019-8,日产 骐达 2011款 1.6L 手动智能型,¥4.88 万,新车指导价12.50万(含税),https://www.guazi.com/xuzhou/433d0d3877f2d316x.htm
2015-06,5.62万公里,徐州,国五,自动,1.4,0次过户,鼓楼,2019-6,2019-5,已过期,起亚K2 2015款 三厢 1.4L AT GLS,¥4.88 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/a5255dfb76e6972ex.htm
2009-02,17.46万公里,徐州,国三,手动,1.8,0次过户,睢宁,2019-2,2019-2,已过期,福特 福克斯 2009款 两厢 1.8L 手动舒适型,¥2.85 万,新车指导价12.90万(含税),https://www.guazi.com/xuzhou/70b8c219a3c211f8x.htm
2016-09,1.96万公里,徐州,国五,自动,1.5,0次过户,睢宁,2020-9,2019-8,已过期,别克 威朗 2015款 三厢 15S 自动领先型,¥10.00 万,新车指导价16.80万(含税),https://www.guazi.com/xuzhou/81a946365528a8afx.htm
2013-12,7.31万公里,徐州,国四,手动,2.0,0次过户,云龙,2019-12,2018-12,2018-12,江淮 瑞风S5 2013款 2.0T 手动尊享版,¥3.87 万,新车指导价12.50万(含税),https://www.guazi.com/xuzhou/9be7602a56cd482ex.htm
2015-02,6.57万公里,徐州,国四,自动,1.8,0次过户,泉山,2019-2,2019-2,2019-2,长安CS75 2014款 1.8T 自动尊贵型 国IV,¥7.05 万,新车指导价15.60万(含税),https://www.guazi.com/xuzhou/57416b0049c55804x.htm
2016-07,5.31万公里,宿迁,国五,手动,1.6,0次过户,睢宁,2020-7,2019-10,已过期,长安 逸动 2015款 1.6L 手动豪华型 国V,¥4.25 万,新车指导价8.80万(含税),https://www.guazi.com/xuzhou/d93cddbb9b1152d5x.htm
2015-09,8.74万公里,徐州,国五,自动,2.4,0次过户,云龙,2019-9,2019-8,2019-8,别克GL8 2015款 2.4L 豪华商务尊享版,¥17.61 万,新车指导价33.60万(含税),https://www.guazi.com/xuzhou/d4012b1c4c58e55fx.htm
2011-01,10.74万公里,徐州,国四,自动,2.0,2次过户,云龙,2019-1,2019-3,2019-3,起亚 智跑 2011款 2.0L 自动两驱版Premium,¥6.40 万,新车指导价22.70万(含税),https://www.guazi.com/xuzhou/48da4a687e56fb9dx.htm
2016-08,1.56万公里,徐州,国五,手动,1.3,0次过户,邳州,2018-8,2018-8,2018-8,传祺GS4 2015款 200T 手动豪华版,¥8.20 万,新车指导价12.80万(含税),https://www.guazi.com/xuzhou/8408c3bc16530fa2x.htm
2017-03,1.65万公里,徐州,国五,手动,1.6,0次过户,丰县,2019-3,2019-11,2019-11,启辰R50 2015款 1.6L 手动时尚版,¥4.58 万,新车指导价7.60万(含税),https://www.guazi.com/xuzhou/d276d55bb980c958x.htm
2010-05,7.3万公里,徐州,国三,自动,2.3,0次过户,鼓楼,2019-5,2019-5,2019-5,福特 蒙迪欧-致胜 2010款 2.3L 豪华型,¥6.30 万,新车指导价21.70万(含税),https://www.guazi.com/xuzhou/5a45f2721230c8c8x.htm
2015-01,2.3万公里,枣庄,国四,手动,1.5,0次过户,贾汪,2021-1,2019-1,2019-1,东风风神S30 2014款 1.5L 手动智驱感恩版,¥3.00 万,新车指导价6.80万(含税),https://www.guazi.com/xuzhou/ff3200c1a486f143x.htm
2015-11,2.16万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-11,2019-10,2019-10,东风风行 景逸X5 2015款 1.6L 手动尊享型,¥4.80 万,新车指导价9.40万(含税),https://www.guazi.com/xuzhou/54a121720c80c49cx.htm
2016-12,1.78万公里,徐州,国五,自动,1.6,0次过户,睢宁,2018-12,2019-12,2019-12,长安 逸动 2016款 1.6L 自动领尚型,¥6.00 万,新车指导价9.20万(含税),https://www.guazi.com/xuzhou/6dc78cf25a5497eax.htm
2013-07,5.63万公里,徐州,国四,手动,2.0,0次过户,丰县,2019-7,2019-7,2019-7,江淮 瑞风S5 2013款 2.0T 手动新锐版,¥4.00 万,新车指导价11.90万(含税),https://www.guazi.com/xuzhou/50b89ddb29bbe21bx.htm
2017-10,3.37万公里,徐州,国五,自动,1.4,0次过户,云龙,2019-10,2018-12,已过期,大众 凌渡 2018款 280TSI DSG舒适版,¥13.70 万,新车指导价20.10万(含税),https://www.guazi.com/xuzhou/e9461d032b70d64ax.htm
2017-01,1.93万公里,徐州,国五,自动,1.4,0次过户,新沂,2019-1,2019-1,2019-1,大众 高尔夫 2016款 230TSI 自动豪华型,¥11.80 万,新车指导价18.00万(含税),https://www.guazi.com/xuzhou/55ed0d647c5a13a6x.htm
2008-10,19.95万公里,徐州,国三,手动,1.4,0次过户,云龙,2019-10,2018-10,2018-10,雪佛兰 乐风 2007款 1.4 SL MT,¥1.16 万,新车指导价8.10万(含税),https://www.guazi.com/xuzhou/85d508f28c6a1cf1x.htm
2014-09,5.13万公里,徐州,国四,自动,1.6,0次过户,云龙,2020-9,2019-9,2019-9,大众 桑塔纳 2015款 1.6L 自动风尚版,¥5.50 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/73aa0d35b96c74e8x.htm
2013-09,9.5万公里,徐州,国四,手动,1.5,0次过户,睢宁,2019-9,2019-10,已过期,哈弗H6 2013款 升级版 1.5T 手动两驱精英型,¥4.90 万,新车指导价12.60万(含税),https://www.guazi.com/xuzhou/86a98868e6ef526fx.htm
2015-09,3.69万公里,徐州,国四,自动,1.6,0次过户,邳州,2019-9,2019-9,已过期,大众 捷达 2015款 质惠版 1.6L 自动舒适型,¥6.46 万,新车指导价11.50万(含税),https://www.guazi.com/xuzhou/ada0251d5526187ax.htm
2014-01,11.05万公里,徐州,国四,自动,2.0,0次过户,铜山,2020-1,2019-1,2019-1,起亚K5 2014款 2.0L 自动LUXURY,¥9.88 万,新车指导价20.50万(含税),https://www.guazi.com/xuzhou/83e3044b6ace1eeax.htm
2016-07,5万公里,临沂,国五,自动,2.0,0次过户,邳州,2020-7,2019-7,2019-7,哈弗H6 Coupe 2015款 蓝标 2.0T 自动两驱尊贵型,¥9.35 万,新车指导价18.60万(含税),https://www.guazi.com/xuzhou/de2ff66fbb5fbc10x.htm
2010-05,8.34万公里,徐州,国三,手动,1.3,0次过户,鼓楼,2019-5,2019-5,已过期,长安 奔奔LOVE 2010款 1.3L 手动基本型,¥0.60 万,新车指导价4.20万(含税),https://www.guazi.com/xuzhou/e3723744b93f9ba7x.htm
2015-01,5.66万公里,徐州,国四,自动,3.0,0次过户,九里,2021-1,2018-12,2018-12,奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,¥26.50 万,新车指导价47.50万(含税),https://www.guazi.com/xuzhou/364781bdc80312f7x.htm
